日期,开盘,最高,最低,收盘,成交量
2018/06/06,74.07,74.42,73.72,74.35,7000719
2018/06/07,74.18,76.39,74.1,75.76,13438699
2018/06/08,75.85,77.21,75.74,77.18,13623586
2018/06/11,76.97,77.69,76.88,77.53,8830209
2018/06/12,77.82,77.89,77.11,77.24,8743339
2018/06/13,77.4,77.4,76.2,76.47,7971714
2018/06/14,76.56,76.56,75.7,75.99,8844527
2018/06/15,76.16,77.51,75.92,77.38,14933355
2018/06/18,76.86,77.1,75.39,75.84,7287525
2018/06/19,75.59,76.68,75.57,76.33,8128017
2018/06/20,76.35,76.35,75.54,75.85,6546044
2018/06/21,75.53,77.05,75.53,76.44,8669391
2018/06/22,76.79,77.63,76.77,77.43,11790351
2018/06/25,77.28,77.94,77.18,77.79,11282927
2018/06/26,77.79,78.31,77.36,78,9134568
2018/06/27,78.11,78.71,77.56,77.69,7780176
2018/06/28,77.86,78.32,77.66,78.05,5706790
2018/06/29,77.93,78.54,77.29,78.06,7449509
2018/07/02,77.5,78.31,77.42,78.13,6092742
2018/07/03,78.54,78.76,77.78,77.9,5897243
2018/07/05,78.14,79.25,78.12,79.21,7484066
2018/07/06,79.38,79.62,78.9,79.31,7196219
2018/07/09,78.46,78.83,77.78,77.86,9078056
2018/07/10,78.07,79.94,77.99,79.82,12155134
2018/07/11,79.63,79.84,79.03,79.16,7820021
2018/07/12,79.34,79.52,78.57,78.89,8524695
2018/07/13,79.08,79.47,78.9,79.31,6009846
2018/07/16,79.21,79.63,78.83,79.53,6924207
2018/07/17,79.66,80.5,79.55,80.03,8978879
2018/07/18,79.72,80.21,79.33,79.72,9090857
2018/07/19,78.42,79.19,77.89,78.73,8006178
2018/07/20,78.32,79.06,78.32,78.68,8234628
2018/07/23,78.49,78.94,78.24,78.51,5870423
2018/07/24,77.54,79.01,77.54,78.99,8256074
2018/07/25,78.72,79.6,78.72,79.47,6171963
2018/07/26,79.56,80.77,79.47,80.09,9607214
2018/07/27,79.67,80.83,79.46,80.58,7492640
2018/07/30,80.07,80.5,79.84,80.2,7089621
2018/07/31,80.39,80.98,79.43,80.88,9860783
2018/08/01,80.42,80.82,80.11,80.65,7514423
2018/08/02,80.8,82.22,80.59,82,9261532
2018/08/03,82.14,83.1,81.92,82.33,7102296
2018/08/06,82.2,82.93,82.15,82.52,5655127
2018/08/07,82.41,82.68,81.73,82.64,6417798
2018/08/08,82.1,82.8,82.1,82.35,4891248
2018/08/09,82.44,82.44,81.3,81.4,5167309
2018/08/10,81.3,81.76,81,81.43,5563908
2018/08/13,81.7,82.08,81.15,81.52,5067317
2018/08/14,81.39,81.72,81.23,81.31,6226631
2018/08/15,81.3,82.37,80.81,82.3,8353672
2018/08/16,82.46,84,82.31,83.69,12339550
2018/08/17,83.73,84.2,83.6,83.69,8335349
2018/08/20,83.89,83.95,83.31,83.64,6540743
2018/08/21,83.57,84,83.09,83.9,8343027
2018/08/22,83.81,83.85,83.06,83.39,5074126
2018/08/23,83.01,83.6,82.84,83.24,4215035
2018/08/24,83.22,83.55,83.03,83.36,5264784
2018/08/27,83.5,83.82,83.02,83.44,3929753
2018/08/28,83.72,83.86,83.32,83.48,5379549
2018/08/29,83.51,83.76,83.29,83.49,4490831
2018/08/30,83.39,83.74,83.19,83.41,4442863
2018/08/31,83.35,83.53,82.39,82.95,6568735
2018/09/04,82.48,82.96,82.07,82.7,5724822
2018/09/05,82.11,83.47,82.11,83.29,7519238
2018/09/06,82.91,83.31,82.49,82.65,7523470
2018/09/07,82.1,82.2,81.25,81.91,11091039
2018/09/10,82.58,83.1,82.34,82.38,6645425
2018/09/11,82.13,82.42,81.63,82.01,5106353
2018/09/12,81.9,83.18,81.7,83.11,5904988
2018/09/13,83.27,83.49,82.65,83.45,5034026
2018/09/14,83.47,83.67,82.97,83.61,4872488
2018/09/17,83.5,84.27,83.34,84.25,6823594
2018/09/18,84.29,84.29,83.58,84,5925207
2018/09/19,83.92,84.29,83.77,84,6127468
2018/09/20,84.29,85.64,84.23,85.36,9994730
2018/09/21,85.81,86.28,85.52,85.82,17233372
2018/09/24,85.63,85.71,84.23,84.27,6196140
2018/09/25,84.28,84.41,83.08,83.12,5370456
2018/09/26,83.25,83.99,83.03,83.26,6558463
2018/09/27,83.04,83.63,82.81,82.86,5268079
2018/09/28,83.03,83.29,82.79,83.23,4753258
2018/10/01,83.31,83.72,83.17,83.67,4865247
2018/10/02,83.48,84.44,83.37,84.36,6657968
2018/10/03,84.44,84.52,82.85,83.03,7748995
2018/10/04,82.5,82.5,81.1,81.92,7012418
2018/10/05,81.98,82.45,81.98,82.15,5454589
2018/10/08,81.98,82.74,81.75,82.4,7071017
2018/10/09,82.39,82.72,82.06,82.2,6266853
2018/10/10,81.81,82.68,81.44,81.44,8742506
2018/10/11,81.64,81.97,78.67,78.87,12491323
2018/10/12,79.37,79.38,78.49,79.06,9849464
2018/10/15,79.01,80.54,78.92,80.13,9690415
2018/10/16,79.91,81.09,79.9,81.01,8581333
2018/10/17,80.76,82.18,80.38,81.86,10362448
2018/10/18,80.71,81.34,80,80.24,9852107
2018/10/19,84.86,87.76,84.86,87.3,30251852
2018/10/22,86.73,87.24,85.23,86.6,14121712
2018/10/23,86.01,87.3,86.01,87.16,16262130
2018/10/24,87.28,90.7,87.22,89.46,26650048
2018/10/25,88.11,89.33,87.31,89,14528957
2018/10/26,88.69,89.17,87.39,87.86,14329361
2018/10/29,88.29,89.42,87.44,88.24,12845829
2018/10/30,88.85,89.43,88.21,89.19,13770353
2018/10/31,88.77,89.32,87.27,88.68,12541000
2018/11/01,88.81,89.83,88.18,89.59,9682835
2018/11/02,89.88,89.95,88.98,89.81,10916518
2018/11/05,89.89,91.44,89.82,91.2,12269614
2018/11/06,90.86,91.53,90.43,91.51,8716129
2018/11/07,91.59,91.62,90.62,91.29,8643151
2018/11/08,90.95,91.53,90.67,91.36,6584097
2018/11/09,91.35,92.67,91.17,92.41,10709697
2018/11/12,92.21,93.45,91.75,92.7,12293214
2018/11/13,91.97,93.57,91.59,93.47,13269167
2018/11/14,93.42,93.9,92.99,93.49,11585023
2018/11/15,93.33,93.9,92.72,93.83,12326314
2018/11/16,93.82,94.81,93.67,93.82,12978742
2018/11/19,93.72,94.19,92.91,93.29,9149753
2018/11/20,93.24,93.79,91.86,92.1,11489247
2018/11/21,91.66,92.37,91.24,91.41,8911219
2018/11/23,91.25,91.99,90.63,91.54,4399630
2018/11/26,91.15,92.4,91.15,91.94,7769263
2018/11/27,91.93,92.86,91.85,92.72,8999740
2018/11/28,92.63,93.22,92.21,93.01,7923029
2018/11/29,92.86,93.3,92.66,92.82,5857279
2018/11/30,93.18,94.65,92.75,94.51,16049785
2018/12/03,94.67,94.67,92.26,93.32,13412598
2018/12/04,93.49,94.86,93.17,93.31,10282344
2018/12/06,92.7,93.63,91.08,93.55,13919944
2018/12/07,93.59,93.78,92.14,92.45,7896285
2018/12/10,93.25,93.4,91.37,93.03,8777062
2018/12/11,93.72,94.52,93.4,93.91,8737876
2018/12/12,94.21,94.55,93.1,94.03,9534025
2018/12/13,94.87,96.79,94.8,96.49,18055864
2018/12/14,96.45,96.9,96.02,96.64,12481113
2018/12/17,96,96.5,92.4,92.77,12245777
2018/12/18,93.13,93.31,91.86,92.49,11355613
2018/12/19,92.55,93.35,91.29,91.76,10772932
